PartitionKey,LicenseData,SystemRAM,SystemCPU,RunAsAdmin,CreateSession,ProductName,ProductVersion,SqlFileCount,TotalFileCount,SqlSizeMB,TotalSizeMB,BteqFileCount,FLoadFileCount,MLoadFileCount,TPumpFileCount,TPTFileCount,BteqSizeMB,FLoadSizeMB,MLoadSizeMB,TPumpSizeMB,TPTSizeMB,StartConversion,ErrorLOC,TotalConvertedLOC,EndConversion,SqlLinesCount,BteqLinesCount,FLoadLinesCount,MLoadLinesCount,TPumpLinesCount,TPTLinesCount,TotalLinesCount,ElapsedTime,Coverage,ConvertedLinesPerSecond,IssuesCount,ConversionErrorsCount,WarningsCount,UnhandledExceptionsCount,UnhandledExceptionDescription,FilesNotGenerated,OSVersion,CloseSession,OverallTotalParsingErrors,OverallCurrentMinimumLinesConversionRate,OverallCurrentMinimumObjectConversionRate,OverallNumberOfObjects,OverallNumberOfDatabasesContainingObjects,OverallOrphanErrorObjectsCount,OverallOrphanErrorObjectsLineCount,OverallFilesNotGenerated,OverallScriptFilesGenerated,OverallSqlFilesGenerated,TablesCurrentMinimumObjectConversionRate,TablesCurrentMinimumLinesConversionRate,TablesNumberOfTables,TablesLinesOfCode,TablesTotalParsingErrors,TablesTotalConversionErrors,TablesUniquePrimaryIndex,TablesPrimaryKeys,TablesForeignKey,TablesInvalidColumnNames,TablesIdentifiersRequiringDoubleQuotes,TablesTemporalTables,TablesGlobalTemporaryTables,TablesQueueTables,TablesSetTables,TablesCheck,TablesFormats,TablesUniqueFormats,TablesPartitionBy,TablesUppercase,"TypeNumber(X,*)",TypeDecimal,TypeNumeric,TypeInterval,TypePeriod,TypeBlob,TypeClob,TypeGeoSpatial,TypeXml/Json,DataValueBinaryDefaults,DataValueTimeDefaults,DataValueFloatDefault,DataValueIdentityColumns,DataValueUniqueDefinitions,DataValueSessionDefaults,ViewsCurrentMinimumObjectConversionRate,ViewsCurrentMinimumLinesConversionRate,ViewsNumberOfViews,ViewsLinesOfCode,ViewsTotalParsingErrors,ViewsTotalConversionErrors,JoinIndexesCurrentMinimumObjectConversionRate,JoinIndexesCurrentMinimumLinesConversionRate,JoinIndexesNumberOfJoinIndexes,JoinIndexesLinesOfCode,JoinIndexesTotalParsingErrors,JoinIndexesTotalConversionErrors,ProceduresCurrentMinimumObjectConversionRate,ProceduresCurrentMinimumLinesConversionRate,ProceduresNumberOfProcedures,ProceduresLinesOfCode,ProceduresTotalParsingErrors,ProceduresTotalConversionErrors,ProceduresDynamicResultSets,ProceduresCursors,ProceduresDynamicSqlStatements,ProceduresActivityCountOccurrences,MacrosCurrentMinimumObjectConversionRate,MacrosCurrentMinimumLinesConversionRate,MacrosNumberOfMacros,MacrosLinesOfCode,MacrosTotalParsingErrors,MacrosTotalConversionErrors,SqlCurrentMinimumObjectConversionRate,SqlCurrentMinimumLinesConversionRate,SqlNumberOfObjects,SqlTotalParsingErrors,SqlTotalConversionErrors,SqlUnrecognizedLinesOfCode,SqlUnrecognizedObjectsCount,BteqNumberOfObjects,BteqTotalParsingErrors,BteqTotalConversionErrors,BteqUnrecognizedLinesOfCode,BteqUnrecognizedObjectsCount,FloadNumberOfObjects,FloadTotalParsingErrors,FloadTotalConversionErrors,FloadUnrecognizedLinesOfCode,FloadUnrecognizedObjectsCount,MloadNumberOfObjects,MloadTotalParsingErrors,MloadTotalConversionErrors,MloadUnrecognizedLinesOfCode,MloadUnrecognizedObjectsCount,TPumpNumberOfObjects,TPumpTotalParsingErrors,TPumpTotalConversionErrors,TPumpUnrecognizedLinesOfCode,TPumpUnrecognizedObjectsCount
576e0b24-76f5-45ab-b273-8cc9502c9d61,Key not provided,Data not provided,Data not provided,Data not provided,2020/10/15 12:04:26 -06:00,Mobilize Snow Conversion Tool,0.0.0.0,31,32,0.02,0.02,1,0,0,0,0,0,0,0,0,0,2020/10/15 12:04:35 -06:00,1,963,2020/10/15 12:04:37 -06:00,477,31,0,0,0,0,508,00:00:11,93,43,40,1,39,0,,0,Unix 19.5.0.0,2020/10/15 12:04:37 -06:00,0,93,100,31,3,0,0,0,1,31,100,100,14,168,0,0,0,3,0,0,0,0,0,0,6,1,0,0,1,0,3,2,0,16,2,1,0,0,0,0,0,0,0,0,0,100,100,9,114,0,0,0,0,0,0,0,0,100,100,6,176,0,0,3,1,12,3,100,100,2,16,0,0,100,99,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
